x,y,z,index
-0.11696737,0.16264515,-0.41425833,321501
0.24234004,-0.02957954,-0.42229262,235556
0.17211394,0.27597997,-0.40528545,478792
-0.16924252,0.2507332,-0.40599903,229139
-0.08452561,0.32013243,-0.41089946,98428
-0.01057893,-0.06822334,-0.42068592,75493
-0.21490411,0.19243445,-0.41590655,226811
0.050698582,-0.2106304,-0.42425308,224882
0.13002037,-0.2228419,-0.4168271,399116
0.15176372,0.29870754,-0.42072055,225153
0.31559518,0.24359444,-0.4071605,17665
0.27029136,-0.18717244,-0.41080436,468293
-0.12675963,0.0790467,-0.41276652,277746
0.25453234,-0.16647103,-0.4206149,219041
0.20872165,0.28916913,-0.41436023,256327
0.19924054,-0.09956248,-0.4144677,80082
-0.15309283,0.046977915,-0.41185415,199521
0.31793886,-0.09136958,-0.4211641,87166
0.089683585,0.35835224,-0.41378415,298985
-0.14143537,-0.1627342,-0.41928378,251744
-0.09415867,-0.09215776,-0.43341038,66638
0.23932041,0.22271189,-0.41424057,146168
-0.04014864,0.26115736,-0.5619558,175236
0.03496449,0.115670204,-0.6900032,416138
0.19304608,-0.15360148,-0.41628474,97865
0.11657426,-0.08842291,-0.41986576,488610
-0.21120745,0.11524839,-0.41082016,96270
-0.102909386,0.121277735,-0.4098007,102013
-0.046433307,0.25928405,-0.6390007,73905
-0.03526368,0.2562971,-0.64646035,189479
0.24496898,-0.19575281,-0.420615,45662
0.08615759,-0.07802282,-0.41257453,243520
-0.21214119,0.10805228,-0.41178977,237208
0.23606297,0.2688642,-0.41587847,138049
-0.013031784,0.15992992,-0.40676063,267580
0.22577934,-0.11925275,-0.4208804,32534
0.1748974,-0.13588077,-0.4163603,166440
-0.12949392,-0.04772861,-0.6962883,233242
0.09147803,0.3673856,-0.40728512,26394
0.076446556,-0.1702391,-0.4141041,14189
0.32261553,-0.12501903,-0.42019713,343282
-0.17733172,-0.11920703,-0.42197278,476011
0.036097575,-0.1428776,-0.41427422,199426
-0.19031021,0.1857391,-0.4165897,126103
0.19623163,-0.1120005,-0.6449341,9693
0.35581315,-0.07011845,-0.42173383,432634
0.16400668,-0.18068361,-0.42138368,161234
-0.11420759,0.30608213,-0.40436047,241116
-0.017540587,0.25499094,-0.40545338,174639
0.08100633,-0.08601743,-0.41535726,277810
-0.24234201,0.01221355,-0.42132682,451957
0.09594628,0.23710254,-0.40910673,479987
0.18988693,-0.118078336,-0.6172286,304517
0.032392137,-0.092561916,-0.41768923,262251
-0.177393,0.09797105,-0.41130844,485979
-0.07709202,-0.043822367,-0.72982305,201057
-0.10178299,-0.058444776,-0.65131116,304673
0.2430868,-0.0067751147,-0.4114659,236509
0.32227615,0.25648445,-0.41670808,175584
0.10325519,0.025098918,-0.6885952,364850
0.24936569,-0.204931,-0.41635752,217969
-0.071619414,0.31689614,-0.4011502,218582
-0.059248704,-0.14245899,-0.41920766,176442
-0.043229274,0.33735448,-0.41236,64037
-0.2303095,-0.04835411,-0.4151305,5705
-0.11230101,0.09596137,-0.41013438,243056
0.20119996,-0.07666919,-0.46952224,44359
0.23464806,0.30213213,-0.4047156,218981
0.027213302,0.3083022,-0.42627674,110103
0.12963358,0.0018848784,-0.7025424,5208
-0.12583257,0.2590319,-0.40534618,3963
-0.10286441,0.1884721,-0.4130678,450118
0.04295044,0.3885267,-0.4079609,217905
0.3485381,-0.10725567,-0.41170162,471717
0.28340077,-0.025837865,-0.40998024,23293
-0.021510394,0.17160843,-0.4064014,476444
0.1747424,-0.12303812,-0.42045298,117840
0.16420786,0.20570932,-0.4172864,64640
-0.15965952,0.058586877,-0.42063567,116486
0.056465946,0.3301719,-0.4117698,111393
-0.11263268,-0.04566373,-0.66314954,127520
0.011429254,0.36159799,-0.40755507,338602
0.08000269,0.29396784,-0.40523985,5818
0.07355817,0.3935303,-0.40636402,125856
-0.06390974,0.31145558,-0.69736165,25036
0.19533944,0.33286116,-0.41206083,217861
-0.21061096,-0.08269038,-0.420093,245752
0.06710082,0.29497388,-0.40428588,314672
-0.11716893,-0.07215279,-0.45385277,31985
0.37338525,-0.072810516,-0.41332692,494213
-0.22993688,0.040245514,-0.41223153,229136
0.1817568,-0.042386834,-0.4090512,62102
-0.049250856,-0.14329669,-0.42530894,73359
-0.17710485,-0.0596045,-0.7244628,404078
-0.059422348,0.2884989,-0.41016635,59687
0.037246853,-0.23145983,-0.41683036,114422
-0.13322084,-0.068650335,-0.7303632,12806
0.3272275,-0.016767863,-0.40874743,137458
-0.041858643,-0.09975476,-0.41588047,95077
-0.089937694,0.10708289,-0.41740194,103403
0.15551518,0.29411086,-0.4122183,42967
0.35866725,0.0743631,-0.4078565,446043
0.14616458,0.16919528,-0.7279877,4353
-0.17181753,0.068485446,-0.41860566,101200
-0.1687661,0.2773878,-0.40683353,275424
-0.04338002,0.30910695,-0.4180256,218408
-0.1888566,0.1353084,-0.41005492,58319
-0.19718067,0.089952275,-0.4113647,426001
0.16049743,-0.17567173,-0.4119166,483598
0.2323976,0.3000701,-0.40511826,343335
0.14979383,0.35932314,-0.41159752,85987
-0.085723944,-0.03890741,-0.6964373,3493
-0.07993835,0.20557836,-0.40647057,174435
0.14917952,0.21893953,-0.40770662,187268
-0.052865237,0.24261637,-0.51370174,378355
-0.054384768,0.2687073,-0.58296937,351942
-0.106398344,0.31176388,-0.4112107,457219
-0.17266403,-0.10175729,-0.42634848,42806
0.20995872,0.26593456,-0.40508986,334681
0.16240117,-0.10861227,-0.44081205,387969
-0.103942275,-0.05955479,-0.6474275,412512
-0.10444496,0.07503596,-0.41794592,92302
-0.17775187,0.037807442,-0.41205904,20864
-0.0084887035,0.38921714,-0.7111013,366214
0.14840607,0.077570684,-0.7150385,84071
-0.088998884,0.28344604,-0.72075826,111293
0.17290895,0.23468289,-0.41848028,33951
-0.17563999,0.17426214,-0.41881266,94279
0.032730103,0.3384475,-0.4061417,1955
0.0034791848,0.2900899,-0.41468453,68859
0.087095395,0.3963624,-0.40393654,456452
-0.13326651,-0.01082733,-0.43058127,193479
-0.17413923,-0.11508866,-0.42118338,98212
0.2370815,0.33288214,-0.41126087,148257
0.17721461,-0.012895869,-0.41175252,467354
0.080806814,-0.15377729,-0.41257262,218915
0.15270922,-0.091856845,-0.40655643,307239
0.08353496,0.22012962,-0.41294503,323267
0.030195666,-0.05600584,-0.41091788,258559
-0.08378351,0.27853045,-0.71834,2529
0.12015864,0.36872908,-0.41013646,92524
-0.20566197,0.05268266,-0.4243315,36909
0.16666025,0.37863228,-0.40512034,241240
-0.2551056,0.08149855,-0.41323853,1212
-0.07620998,-0.12123177,-0.4203998,137721
-0.064146705,0.2849995,-0.70664763,2610
0.2075134,0.3486986,-0.40910083,220534
0.3388127,0.18727355,-0.40587348,397227
-0.07794642,-0.038679846,-0.4123701,7810
-0.24057063,0.103795394,-0.42055914,144815
-0.069479905,0.33945632,-0.4112575,473732
0.21697122,0.34218153,-0.4093536,76251
-0.049866907,-0.16808024,-0.42998064,34953
-0.06978492,0.24394633,-0.41904843,50108
-0.11867055,-0.07057069,-0.59854347,472294
-0.19686514,0.17574531,-0.41720772,232133
0.124072164,0.024369558,-0.6892022,405326
0.056864113,0.25601777,-0.43672392,201365
-0.059947405,0.2384284,-0.40574837,376300
0.3365018,0.23257075,-0.41413838,156058
-0.049821574,0.32826117,-0.41325694,163175
0.23964791,0.24401905,-0.4073487,481282
0.21246105,0.3471149,-0.41074735,252547
-0.065432206,0.26275104,-0.67262775,250189
0.39563406,0.08656254,-0.41380632,173492
0.14805758,0.2220762,-0.40721694,478769
-0.12705468,0.051350094,-0.7412985,71777
0.16208312,-0.09009686,-0.68976957,417170
0.26784348,-0.1796266,-0.41110408,234897
-0.12547354,0.176475,-0.43555817,310482
0.17121036,-0.115713105,-0.40973955,307096
-0.042022847,-0.23112898,-0.42078027,158826
-0.13285618,0.08501873,-0.42797896,28421
-0.19656937,-0.019236842,-0.42531443,92162
0.24071568,0.17627148,-0.41602412,265365
-0.24601354,0.013694779,-0.41336975,467682
0.19404404,-0.12479025,-0.64215076,9055
0.01726529,0.19140106,-0.4060169,311241
0.2926509,0.22915156,-0.41630667,178035
-0.1816632,0.2237778,-0.41611508,263667
0.26030138,-0.05260574,-0.7191738,445173
-0.1001725,0.1289196,-0.7216461,175312
-0.0876833,-0.10653796,-0.41381922,380136
0.023587279,-0.2337866,-0.4223485,461393
-0.05566285,0.24665493,-0.56496346,101738
-0.16526209,0.28087792,-0.40572217,8101
0.22224283,-0.09292628,-0.7267153,5207
0.046351507,0.30108017,-0.41083807,421917
0.11810652,0.38894007,-0.40794605,420104
-0.07312486,-0.0097636115,-0.69076717,160924
0.21178459,-0.21866858,-0.42009595,79709
0.29125378,0.22611873,-0.69295835,471822
0.16458702,0.19132908,-0.41405457,77652
0.28393415,0.12366346,-0.41802543,207670
0.27392152,0.17259471,-0.42029098,31418
0.19758417,0.3673431,-0.4081664,188231
-0.066477194,0.27474,-0.40811014,5553
0.22886418,0.34679466,-0.41054532,160880
0.2763737,0.2222104,-0.7120364,201445
0.15501112,0.23406167,-0.4129541,7859
0.2966053,-0.06044897,-0.4146465,378636
0.33957022,0.21861811,-0.40590665,194262
-0.124414705,0.06340968,-0.43183213,376350
-0.12395589,-0.088152856,-0.41598096,143835
-0.12657307,-0.051326543,-0.6542209,199239
0.030329224,0.10946063,-0.7222577,1789
0.18975347,0.1344739,-0.415169,199515
0.08905739,-0.09593277,-0.42278278,139138
0.07167151,0.23563461,-0.40640095,443563
0.31647435,0.25177485,-0.40660077,479438
-0.23685148,0.13203058,-0.41989318,209089
0.09412958,0.22614971,-0.40858126,477625
0.066771366,0.39592245,-0.40509778,188282
-0.16636276,0.24506873,-0.409076,237230
0.22386613,-0.1383946,-0.6996041,25143
0.30182573,0.035366744,-0.410204,478449
0.19006851,-0.10488378,-0.4198438,22487
0.30449474,0.058392122,-0.4095988,440127
0.08396123,-0.24060595,-0.420922,17637
0.046543244,-0.08904046,-0.4115342,155659
-0.052671067,0.07659057,-0.41456428,1295
0.017543409,0.23159222,-0.4081524,329975
0.071445726,-0.262973,-0.41998515,74530
-0.10108877,-0.14641194,-0.41405275,14869
0.09105487,0.39089453,-0.4022481,478963
0.3690273,-0.07407014,-0.41393352,292561
-0.2132076,0.12788448,-0.41858622,84129
0.16695283,0.37475482,-0.4081747,20724
-0.18164615,0.25946736,-0.41232,478326
0.2165409,-0.1956972,-0.41195774,238802
-0.028488662,0.18685398,-0.40701413,231272
-0.08297327,0.28888863,-0.6911644,240605
-0.11325333,-0.041339073,-0.60284394,228534
0.334298,-0.13808604,-0.41300455,285457
0.23543684,0.05598208,-0.7152887,339672
-0.036115732,0.11782,-0.42210495,248539
-0.0703394,0.20121375,-0.40888467,480160
0.35096988,0.18169796,-0.4072131,79934
0.17326818,-0.2030404,-0.41598672,187982
-0.03802316,-0.16978016,-0.42839637,54829
-0.19817807,0.33818644,-0.7205744,5143
-0.10634191,0.23993762,-0.7273388,4039
0.3932374,0.056984957,-0.4179223,161609
-0.059564453,-0.040576242,-0.7237531,29722
0.23288368,-0.20341325,-0.41310093,69249
-0.1160859,0.32406983,-0.40385786,472121
0.17579752,-0.13772374,-0.42419922,48331
0.057557818,-0.06414917,-0.41112903,123283
-0.08115899,0.028830152,-0.41122037,161169
0.09784525,0.3122206,-0.42291707,339147
-0.09477901,-0.2065535,-0.42211047,246428
0.29918587,0.27216023,-0.4129487,261047
-0.07098311,-0.08051519,-0.72385234,354290
0.13272123,-0.20855744,-0.42003694,205299
-0.060275916,0.22597876,-0.4057449,288753
0.30811116,0.1297353,-0.4295903,488470
0.15996699,0.3534037,-0.40929207,209741
-0.22434004,0.13689895,-0.4104938,250938
0.09760384,-0.16102886,-0.4242946,37339
0.0261054,-0.25656664,-0.42201072,220840
0.01413081,-0.16727981,-0.41429225,91177
-0.015760638,0.19599277,-0.4174603,93535
-0.15706106,0.25052217,-0.41198,320486
0.36920282,0.19086483,-0.41357777,15610
0.26126766,0.1819634,-0.66347796,19426
0.25387558,-0.018573092,-0.43247774,339866
-0.11873737,-0.05951622,-0.61854446,32003
0.27257854,0.17697334,-0.40983778,288740
0.23913842,-0.1463823,-0.409734,307062
0.24517946,0.34390816,-0.40893912,92928
-0.23784317,0.031564105,-0.41378468,7954
-0.11366941,0.048205685,-0.4091324,434457
0.16122466,-0.24116924,-0.41487893,460905
-0.1615195,-0.05983803,-0.4131252,98349
-0.22014616,0.074402176,-0.41240227,386868
0.30196014,0.14323533,-0.41866383,48108
0.22459702,-0.13119462,-0.690167,320491
-0.03874789,-0.17604853,-0.41931447,289795
0.1134456,-0.05468637,-0.40949437,62
0.10511443,0.22164798,-0.41072857,145030
-0.047268067,0.20126192,-0.40597513,468168
-0.1609192,-0.121096194,-0.42422843,226450
-0.1013956,-0.026713517,-0.41236728,243330
-0.07629968,0.10563425,-0.40917313,446293
-0.013596059,0.16888206,-0.4068143,399311
-0.17918697,0.267659,-0.72067535,367440
-0.17184542,0.2435475,-0.4104567,447587
-0.18318549,0.2610662,-0.7253103,213853
0.25816378,0.025764324,-0.41657093,251489
0.04219453,0.06310936,-0.6904184,448935
-0.19056456,-0.04702064,-0.42385292,176264
0.3028965,0.16720235,-0.43392593,358443
-0.033091,0.16838616,-0.41940662,120026
0.29979244,0.22803879,-0.6960767,209177
-0.09562425,-0.00928597,-0.4282522,183398
-0.09720208,-0.09765866,-0.41957986,218377
-0.045294624,0.27056366,-0.67011803,226696
-0.1646831,-0.12481514,-0.41523236,376421
0.30372444,0.300093,-0.40925542,217671
0.27119273,0.068235725,-0.409606,232868
0.088586584,0.31502646,-0.41427016,328935
-0.18342769,0.22326055,-0.41495356,210015
-0.08142921,0.30145007,-0.69667965,468590
-0.05079867,0.3552888,-0.40486422,145593
-0.1778351,0.35306263,-0.71829873,467374
-0.05966842,0.2661267,-0.63201886,74372
0.12687245,0.22827286,-0.41215786,161467
-0.073865786,0.16486782,-0.41422233,128368
-0.02262403,0.14915477,-0.4186787,33946
0.30298263,0.22259815,-0.41603774,246620
0.20839348,0.026505115,-0.40896034,247268
-0.13508841,0.013351256,-0.42634812,85261
-0.1845025,0.07851913,-0.4128514,7881
-0.024545528,0.30675632,-0.4145229,340413
0.2311866,0.22417395,-0.41154003,250145
0.2659448,0.18960343,-0.52690977,206431
0.2900618,0.19447994,-0.43331268,173483
-0.18927288,-0.09713333,-0.4155779,174553
0.2602327,0.014411053,-0.41711065,51859
0.028165909,0.28128,-0.4049309,144855
0.2809148,-0.0075345845,-0.4084079,434105
-0.14635997,0.26510626,-0.41160905,188701
0.076370165,0.20270923,-0.40528667,122272
0.08775159,0.3644527,-0.4084275,335982
0.18710618,0.17417787,-0.4115296,97089
0.029095642,-0.2542208,-0.42072794,171497
-0.20718618,0.09362041,-0.41076007,273639
0.22331059,-0.12986661,-0.68978834,7922
0.31388775,0.04313973,-0.42191762,460743
0.32427323,-0.047209345,-0.40948403,479057
-0.12146024,-0.041355073,-0.41495654,280286
0.042719614,0.21684664,-0.7209301,474382
0.1447197,0.26395246,-0.4212212,30902
-0.021623094,-0.16591254,-0.42885265,23739
0.17255983,-0.10145082,-0.4259396,80502
-0.03733889,0.3099174,-0.42011574,194914
0.022481773,-0.24038965,-0.42615435,144902
-0.04538938,0.23689745,-0.68442833,367367
-0.07076473,0.07468119,-0.43158072,177083
0.24285485,-0.1576408,-0.7013966,460235
0.25124696,-0.18803394,-0.42120543,213829
-0.24266982,0.093370944,-0.41879928,371909
-0.03959742,0.26365966,-0.60966635,111994
0.24379312,-0.1839273,-0.414047,479121
-0.083542824,-0.09605291,-0.413734,364059
-0.14702204,0.26635325,-0.4144687,85710
-0.07163414,0.3150017,-0.7144289,7856
0.39945802,0.0244158,-0.4098106,323817
0.1530905,0.20740673,-0.42465153,110955
0.18569668,0.30255473,-0.40421122,324246
0.17047247,0.20658635,-0.40548342,274732
-0.20812201,-0.038763136,-0.4246956,160890
0.16764206,0.37903214,-0.4037802,125917
-0.04138655,0.29718652,-0.4232482,94990
0.06043088,0.088322744,-0.6880754,458784
0.15390411,0.3277129,-0.40849757,426542
0.1092121,-0.102905236,-0.4140441,475296
0.0046558627,-0.15626337,-0.41979447,432425
-0.1571598,0.29354474,-0.40493232,320456
0.19846922,0.19341828,-0.40733963,328993
0.26335979,0.19241387,-0.6538659,13551
0.38478693,0.17374726,-0.4091616,468901
0.015563178,0.30655727,-0.41675252,212592
-0.04427467,0.25959265,-0.6313803,20646
0.36764255,-0.07662298,-0.41018143,284130
-0.0714917,0.167597,-0.40972742,480192
0.13554963,0.3665169,-0.414457,241901
0.06814011,-0.2602078,-0.41802615,145347
-0.059794623,-0.10701705,-0.4250581,143542
0.22464654,-0.056169074,-0.42083398,94478
-0.034421273,-0.032355253,-0.42131558,350944
-0.050089333,0.0028551351,-0.41416788,217937
0.3020521,0.24268954,-0.40578195,252778
-0.22007371,0.123638116,-0.41004527,467284
0.054996178,0.19284904,-0.719347,84058
0.39988703,0.08626605,-0.41266668,240606
0.1106318,-0.08681637,-0.41529742,118521
-0.010814131,0.22639085,-0.40661666,17491
0.17346741,-0.10883054,-0.41055888,245784
0.2657579,0.26003447,-0.41627494,30716
0.05146324,-0.108439244,-0.41113722,176020
0.07986244,-0.24272396,-0.42471448,126404
0.34975716,0.15129375,-0.4099796,467739
0.15636916,0.0153338425,-0.4893103,441992
0.27987885,0.2889324,-0.41318047,71940
0.09444348,0.28755283,-0.4121921,31867
0.2987364,0.19830903,-0.4290532,48056
-0.20053548,-0.021919677,-0.4229171,49689
-0.11946563,0.26804984,-0.41371801,42747
0.08909367,0.28310263,-0.43188545,138624
0.23382054,-0.17469054,-0.4156209,252741
-0.047936626,-0.011048644,-0.72300076,242461
0.10672285,0.2617094,-0.4157476,85733
0.17161995,0.26281732,-0.41988626,134156
0.24410827,-0.156963,-0.41255566,92112
-0.0015288354,0.015765939,-0.7064091,152908
0.30428725,0.089501716,-0.42145196,138831
-0.21529245,0.07420634,-0.41875267,309185
-0.20489173,0.18604204,-0.4187599,229529
-0.1657065,0.18993379,-0.40821072,17951
-0.09876061,0.270211,-0.4144615,109179
0.25290468,0.19467777,-0.5273333,202196
0.20462777,-0.032243986,-0.41209474,93234
0.09945031,0.27122426,-0.4072453,114524
-0.04144555,0.26511553,-0.5881766,78997
0.0834705,-0.24605273,-0.4191995,368544
-0.22844252,-0.035902787,-0.4147431,10799
-0.13936491,0.27753702,-0.41266507,53999
0.23875463,-0.1579232,-0.4160122,397198
-0.1646428,0.1605238,-0.4198186,17824
-0.027293095,0.16787656,-0.40849185,448201
-0.020028915,0.2331618,-0.4087033,2500
-0.21578185,0.15132736,-0.4122371,228483
0.2436742,0.3030745,-0.41591343,48508
-0.060389493,-0.067295305,-0.42736626,16431
0.26103592,0.19436401,-0.624312,20728
-0.03416123,-0.21477057,-0.42385295,98371
-0.051766407,0.31536612,-0.4123643,119187
-0.04816632,-0.00030087118,-0.691411,14337
-0.15397084,0.047177333,-0.4217942,91966
0.06474193,0.3518351,-0.40876308,423525
0.21167055,0.36544868,-0.4076741,90416
-0.13166003,0.2957805,-0.41054928,429553
-0.04277106,-0.1979595,-0.41510373,289603
-0.11996387,0.15874128,-0.41245016,124942
-0.021921435,0.22874951,-0.71225053,3604
0.028286962,0.372728,-0.41148812,371204
0.23530933,0.34870037,-0.40699562,258266
0.17171298,-0.014330754,-0.4097809,253978
0.077921,0.056465648,-0.68863696,14433
-0.22351013,0.037336692,-0.42127287,20822
0.28598204,0.19228214,-0.41653717,123412
0.29285085,0.1300327,-0.40788358,357523
-0.06639646,0.26345608,-0.6536411,499041
0.3542326,0.2129413,-0.41324535,189827
0.037259113,0.11237343,-0.7013568,147094
0.28426775,0.18180963,-0.4079923,478409
0.3568492,-0.103908844,-0.41348726,467761
0.12968193,0.31021735,-0.4157764,178470
0.07080589,-0.15292114,-0.42909798,236539
-0.12043891,-0.049796302,-0.66920257,174764
0.33290577,0.18361129,-0.41444573,470886
0.07534314,0.069471456,-0.6907519,123531
-0.17239493,0.064275935,-0.41494545,470672
0.026280744,-0.09967303,-0.41795456,289788
0.07526484,-0.13960837,-0.4122775,96020
0.05218977,-0.23265184,-0.42313895,447120
-0.12377899,-0.05362607,-0.6671766,425038
-0.07833531,0.22723897,-0.42053533,49902
-0.08069962,0.34540358,-0.40903288,428070
0.20944819,0.35371715,-0.40342864,25094
-0.17784625,-0.10384656,-0.4222561,188180
0.22664145,-0.072036155,-0.41915035,80352
0.15360136,-0.1504931,-0.4149394,128598
-0.21487069,0.18967935,-0.41838363,241474
0.23797393,0.0633846,-0.7174968,2303
-0.0371009,0.2952099,-0.4139593,82285
0.10216652,-0.09411313,-0.4140546,1024
-0.04991339,-0.093297385,-0.43562385,26001
-0.057659954,0.25212678,-0.6763216,2417
-0.12715694,0.04558946,-0.42330775,115354
0.26047885,0.2496057,-0.41275856,153687
0.053443186,-0.23363711,-0.42379048,365931
-0.16827671,-0.12283774,-0.418403,455009
0.37358183,0.1463963,-0.42049387,302584
0.050744187,0.38676426,-0.40833193,31888
0.14645576,0.3503984,-0.40774116,58705
0.30208293,0.24281959,-0.41370717,226628
0.21854769,-0.18845399,-0.41511434,59230
-0.19788903,0.0755959,-0.42167222,117122
0.31382936,0.20226686,-0.41365647,479600
0.29024333,0.19620097,-0.43450058,497582
0.32668313,0.21971637,-0.4063937,480317
-0.1427008,0.16192383,-0.41884717,128843
0.041301977,-0.23970616,-0.42632926,97986
-0.14279023,-0.1422785,-0.42231917,92168
0.22098045,-0.017889423,-0.42067116,48004
0.04257105,0.27501667,-0.40492335,20878
0.33835468,-0.016160257,-0.4328477,492641
-0.17797999,0.19248044,-0.41083935,321502
0.21326664,-0.2342714,-0.4133659,274813
0.013289681,0.31845543,-0.4160655,179238
0.12435021,0.36638385,-0.41042235,102670
0.1034799,0.29627848,-0.4041788,327944
0.1129445,-0.12328957,-0.4146917,271153
-0.19889686,0.22503395,-0.41287768,227249
-0.17900683,-0.088070996,-0.42554873,36712
-0.2284702,-0.0501794,-0.41537055,467403
-0.05107663,-0.033944488,-0.742748,102530
0.1166308,-0.21940371,-0.4245417,406986
-0.05417336,0.2054135,-0.4159447,190514
-0.0056278277,-0.10213355,-0.4363106,493981
-0.028135546,0.380398,-0.40477553,29622
0.1624953,-0.2430617,-0.4181575,188456
-0.17634173,-0.08357655,-0.41931835,91875
-0.19070071,-0.120029226,-0.4154479,84190
-0.009177817,0.3551246,-0.4011602,200745
-0.13654731,0.068590984,-0.41164243,42316
0.15653796,0.2800105,-0.4202039,24939
-0.09754857,-0.0072514196,-0.41350165,321332
-0.027615972,-0.18635352,-0.41675344,6121
0.07879743,-0.09587736,-0.41159365,176090
0.17892748,-0.08206846,-0.71791345,9659
0.37289995,0.1718879,-0.4111859,237262
-0.08921732,-0.15546001,-0.4226211,36823
0.0020058446,0.30154756,-0.4165714,54377
0.21037468,-0.18177477,-0.41012946,373403
-0.13609983,0.13024506,-0.40957603,213911
0.109150596,-0.09539577,-0.42138147,50282
-0.21541426,0.1611537,-0.41878,234877
-0.016782368,0.17727162,-0.6996678,390372
-0.11928902,-0.06889568,-0.68103546,3597
0.29218286,-0.012236412,-0.418171,296072
0.021761233,0.25670233,-0.41538042,406758
-0.05699551,0.13809597,-0.4083762,226556
0.19140477,0.0826127,-0.7671307,114224
0.025878455,-0.10656872,-0.42045736,188413
-0.07977444,-0.15417267,-0.42380393,144755
0.0945987,-0.20085542,-0.41795054,252874
0.24486484,0.3026023,-0.41352835,63721
-0.034681812,0.2555754,-0.5758613,274049
-0.06408179,-0.20491453,-0.4231524,79912
0.054616094,-0.109023355,-0.4164683,408393
0.11164464,0.23402843,-0.416207,18141
-0.05765732,0.28043088,-0.69599956,144397
0.3486325,0.23941262,-0.40663373,473231
-0.13111562,-0.05209156,-0.6703766,472349
0.29371175,0.13984278,-0.71877325,99620
0.25039294,-0.15653266,-0.41529197,252654
0.24498285,0.13287309,-0.42165706,2319
0.079534836,-0.24525723,-0.41710725,187695
-0.050069902,0.2646136,-0.41390708,76294
0.111742616,-0.116896555,-0.41499227,232289
0.21534215,-0.09496314,-0.41719064,91466
-0.06431636,0.30907544,-0.69856143,365290
-0.11501639,0.086614035,-0.41789418,221228
-0.08209395,0.060507502,-0.43600804,298847
0.08533251,-0.23777771,-0.41681486,224016
-0.054704793,0.24384387,-0.59419066,185255
0.35375112,0.04850037,-0.4355342,179850
-0.19075494,0.10234552,-0.41935772,162120
-0.14994732,-0.08806057,-0.6978115,161073
0.085676655,0.24505576,-0.4133009,194449
0.20015335,0.20181605,-0.40609562,467222
-0.10730803,-0.13552171,-0.4260371,49795
0.03524444,-0.06982916,-0.41565216,469279
-0.19542345,0.18416345,-0.41645873,214233
0.2661682,-0.06001584,-0.41297898,13159
-0.017636986,0.21555363,-0.4061547,246129
0.19722106,0.02107344,-0.40843743,267898
0.38959414,-0.025592176,-0.4156864,258978
0.061914727,0.37948337,-0.40674302,343437
0.15722638,0.38569424,-0.40476924,471912
-0.13653539,-0.08745313,-0.70048034,266387
0.34030354,0.21238364,-0.40641055,331584
0.068552464,0.35596183,-0.41028303,113889
-0.17871848,-0.07632338,-0.41712287,447198
-0.12171056,-0.06806301,-0.5473813,291832
-0.009985816,0.32402232,-0.7186314,84231
-0.08629615,-0.19350621,-0.42096776,43277
0.21556936,0.21787395,-0.40750176,412304
-0.11156703,0.30918857,-0.73031497,275047
-0.2039956,0.089236796,-0.41142118,1736
-0.043256566,-0.050036494,-0.41917995,113642
0.36923137,-0.07301216,-0.4106565,281640
0.31079584,0.24957503,-0.40552318,273458
-0.10387096,-0.05126561,-0.4670628,100158
0.028513478,-0.09010194,-0.41644344,474424
-0.13529904,0.16010097,-0.41813096,375884
-0.11028832,-0.06543919,-0.55056226,20680
0.12944603,0.25629297,-0.40493926,333987
-0.045440696,0.27219996,-0.6124079,69022
0.3373814,0.18796767,-0.40685806,142944
0.05962553,0.26341376,-0.4150073,175523
-0.114541285,0.3085953,-0.72256243,223931
-0.056014262,0.19998276,-0.40530956,308424
0.21495175,-0.100359164,-0.4146551,350507
0.014416477,0.35126644,-0.40387258,126209
-0.12128393,0.028708365,-0.4292515,37562
0.21906972,-0.12396346,-0.41866758,74874
0.29232574,-0.045568664,-0.41860485,253675
-0.0943318,0.18031491,-0.4139996,430295
0.33326682,0.17443055,-0.41038898,476736
0.021311399,0.37283108,-0.40884548,175355
0.1807257,0.2743261,-0.41336772,39332
-0.043568566,0.1903876,-0.40907595,286590
0.25048095,0.19780293,-0.62287354,307034
0.16350868,-0.09415337,-0.41161776,301256
0.2924007,-0.01873015,-0.41894943,238292
0.005596602,-0.06951386,-0.42094365,14991
0.21550836,0.35001075,-0.40829012,125820
0.11374679,0.3825641,-0.40305144,188356
0.19755533,0.328722,-0.41263804,79896
0.3926785,0.06161052,-0.40958098,261033
0.25075227,0.18814634,-0.41593808,163467
0.2970665,0.056392223,-0.41452032,412128
0.18083902,-0.20716405,-0.41468266,97067
0.105111666,0.36494064,-0.41474894,83328
0.05722805,0.39586553,-0.40375215,485780
0.20676005,-0.15564029,-0.7072847,320165
-0.038495146,-0.10017008,-0.41651052,209277
0.19084196,-0.09507677,-0.72066295,16018
-0.23480287,0.14608116,-0.418443,241355
-0.20524903,-0.085258946,-0.41483834,90397
0.28791207,-0.03173078,-0.4442758,86633
-0.021229906,0.3784846,-0.4020756,469004
-0.11635443,0.30460674,-0.72624296,237781
-0.03601871,0.13761994,-0.73220223,90148
0.16464342,0.15408304,-0.40643567,472207
0.05754375,0.38851956,-0.4037476,82196
0.25768948,0.29484662,-0.41073808,246955
0.03142027,0.23665431,-0.4191151,27136
0.26563317,-0.11190356,-0.4242801,374076
-0.21819067,0.12371301,-0.409583,4954
