x,y,z,index
0.012597885,0.011964473,-0.70592576,166620
-0.028737433,0.20131193,-0.684091,489528
0.20570378,-0.12598267,-0.6252968,11433
-0.047805082,0.34113526,-0.4047069,451384
-0.07852442,0.13842994,-0.4090711,308964
0.24542195,-0.1543662,-0.40957323,454532
-0.19097129,0.14197282,-0.41078115,182276
-0.0030818146,0.26600105,-0.4042429,126036
0.16955653,0.16233753,-0.4067854,224339
0.15771148,-0.03978451,-0.4127721,394853
-0.033574495,-0.086251855,-0.7350697,2859
0.21307535,0.17861748,-0.69910157,92589
-0.16942193,0.23307699,-0.4086809,89976
0.31050214,0.2700276,-0.4139388,416664
-0.08078079,-0.008873618,-0.41264462,126583
0.24913268,-0.15288988,-0.41444853,79897
-0.06454417,0.2768747,-0.41072783,467379
-0.16409823,0.15270938,-0.4265144,102674
0.25088495,0.34760177,-0.40597573,479414
-0.08166074,0.1673279,-0.4220112,149334
-0.06502328,-0.10316682,-0.41922894,3934
-0.23508517,0.03011131,-0.4227733,237618
0.2224086,0.15630557,-0.7038669,102977
-0.16958165,0.038194284,-0.42967358,63589
-0.06464552,-0.22280577,-0.41849333,34627
-0.11169496,0.19994386,-0.41983745,169822
0.28971127,0.22993891,-0.41313428,273345
-0.09483642,0.2170993,-0.71976554,123934
-0.123780854,0.110185236,-0.40911576,26041
-0.17747499,0.3528568,-0.71931434,320260
0.2611831,-0.10730452,-0.7281222,286382
-0.008443573,0.30097753,-0.40582561,209292
0.024729999,0.3898347,-0.40675402,265026
0.26532483,0.2517011,-0.41249284,7871
-0.04202157,-0.115368895,-0.42000607,261328
0.12022499,0.197561,-0.40678,264065
-0.1912472,-0.030170944,-0.41450208,307658
-0.088643186,0.07141293,-0.42845884,163931
0.2591077,-0.11417438,-0.41997188,244181
-0.046236012,0.3704911,-0.40095988,467387
-0.120758645,0.050926886,-0.4217072,212496
0.009888745,0.3850016,-0.40606928,49709
0.32279277,0.030129645,-0.40865538,260968
-0.042478617,0.31364104,-0.7155041,211625
0.021116856,0.184625,-0.40649787,419249
0.17283845,-0.2070819,-0.41417372,388067
0.2622281,0.1907437,-0.457213,15803
0.29654416,0.19358452,-0.41163275,61146
-0.09307064,-0.18022197,-0.41575554,431722
0.15856373,-0.17150633,-0.41171107,446211
-0.09376869,0.18150379,-0.41715685,282671
-0.23789674,0.034829706,-0.41866297,209841
0.17695767,0.17053318,-0.4109105,318839
-0.19718114,0.039546654,-0.4192634,143449
-0.12460041,0.07713718,-0.4240281,211365
-0.18860227,0.2387415,-0.41496882,282691
0.16634561,-0.101313956,-0.7236707,384893
-0.09874835,-0.11366548,-0.41396603,222103
-0.13829784,-0.13535118,-0.41449028,438378
-0.14120409,-0.026438057,-0.4148753,154205
-0.25414106,0.08111888,-0.4128512,466558
0.058055345,-0.11026203,-0.43606594,148802
0.15712486,-0.19686005,-0.42212856,191538
-0.0873467,0.20263912,-0.40627557,282394
0.13293317,-0.00018209376,-0.6894076,349476
-0.21504512,-0.08818348,-0.4200267,470541
0.084362134,-0.06894502,-0.41125676,258789
-0.08511525,0.1921758,-0.41401076,116130
0.09201024,-0.25991675,-0.4178145,283631
0.0023805823,-0.18800059,-0.4241098,130067
0.2650238,0.32866603,-0.4099677,161194
0.2147148,0.080994345,-0.41314176,14315
-0.15411252,0.23228215,-0.41368112,15113
-0.02494636,-0.044761013,-0.41328606,399110
-0.16750655,0.16981524,-0.41821644,34110
0.26077083,0.15000324,-0.42372575,314638
0.024534676,-0.084156916,-0.42345127,137175
0.21895345,0.17959705,-0.40779915,483848
0.018892124,-0.18474206,-0.4314495,86646
0.013190567,0.33879703,-0.71807736,450568
-0.15441872,-0.12186238,-0.41536835,87475
-0.05781703,-0.1301002,-0.42789257,29967
0.07673026,0.1015877,-0.7041675,34733
-0.007215661,-0.09625019,-0.42378762,244452
-0.012089434,0.20897752,-0.71874243,128882
0.32286128,0.07038161,-0.4083838,464577
-0.04291462,-0.09818251,-0.42015362,397241
0.1919962,0.26924485,-0.40443245,4212
-0.13364145,0.13134132,-0.43091848,381384
-0.09449532,-0.08213274,-0.7229338,354263
0.2587777,0.26240847,-0.4052265,382426
0.19209847,0.25569314,-0.41818354,184515
-0.22308862,-0.036239758,-0.41478762,2404
-0.09335352,0.19444892,-0.41422284,164249
0.37164313,0.07509935,-0.40819716,468467
0.32169145,-0.09735894,-0.41657895,246560
-0.05804545,0.03870844,-0.41835886,186951
-0.18112545,-0.0858386,-0.41580838,239767
-0.035042718,0.21528399,-0.40609956,364141
0.009293875,-0.036721334,-0.41155985,477756
-0.07896628,-0.21356823,-0.42023215,145364
0.10340138,0.3373393,-0.41426098,69459
0.20049433,-0.12951273,-0.41375542,36437
0.20465204,0.094310895,-0.4165488,323551
-0.2273414,0.15029621,-0.41958368,230099
0.1708777,-0.074106164,-0.41356838,478638
-0.20659861,-0.07346352,-0.42288572,369993
-0.046205375,0.2590422,-0.5413028,8080
0.0074360603,0.16239372,-0.6874816,390811
-0.007811651,0.18651715,-0.40679222,427342
0.34687746,-0.064185545,-0.40637073,485922
0.034495533,-0.24244681,-0.4164786,402574
-0.12329477,-0.09716193,-0.4168544,475162
0.021325754,-0.25115314,-0.4210086,188739
0.14788118,0.20285374,-0.41219485,342383
-0.1963046,0.17081366,-0.4093508,226334
-0.16447891,0.24931376,-0.41101426,229199
-0.14622155,0.26769105,-0.40998548,199523
0.2596827,-0.18735205,-0.4173969,63427
0.22029823,0.040547706,-0.414638,412008
0.06881381,-0.23053147,-0.42009053,207438
0.27291024,-0.16676523,-0.41381276,236335
-0.11650754,0.003429514,-0.4194214,31417
0.12081494,0.22522743,-0.4057066,346936
0.31748292,0.26342824,-0.4137826,28177
0.20508301,0.16717501,-0.40629846,284032
-0.15157375,-0.13988401,-0.42724332,42640
0.1817759,0.33027387,-0.41382793,50046
0.29259798,0.11723951,-0.40729088,98683
-0.010831331,-0.22432925,-0.41213268,484113
0.12898135,-0.07727709,-0.4209943,130848
0.12262851,-0.020913666,-0.6885062,488647
0.21039633,-0.06517279,-0.4106254,238505
0.20664294,-0.10466406,-0.4143594,18434
0.3504121,-0.06325421,-0.40899554,275733
0.12103672,-0.1537607,-0.42183328,24696
0.30787402,-0.16131067,-0.4154877,470517
0.33527422,0.033342514,-0.4079479,275634
0.27525142,0.18963836,-0.5414138,163519
0.26458797,0.028778402,-0.41402206,470753
-0.20315872,0.18846256,-0.41589594,125761
-0.10363031,-0.18522996,-0.4223283,241451
0.39345622,-0.012533846,-0.41401023,470830
0.052383505,0.28018293,-0.41396165,49663
-0.17264241,0.18997948,-0.4101718,248339
0.14423664,0.3080023,-0.40430218,271408
0.17531732,-0.124797665,-0.41205797,446849
0.3222174,-0.064940624,-0.41815373,491168
0.23544739,0.1543773,-0.69376993,405154
0.23310518,0.15622103,-0.7068692,120788
0.27097657,0.2929865,-0.4114634,245559
-0.058346648,0.013839089,-0.4240471,64290
0.23527947,-0.11830186,-0.4113909,228022
0.4008065,0.11757388,-0.41085434,473222
0.35677996,0.24350871,-0.40610123,480364
-0.20762645,-0.07675889,-0.4159272,445083
0.3890826,0.1599952,-0.41092452,268600
0.30941564,0.03287699,-0.4140253,457663
-0.023466459,0.274277,-0.71654737,143577
0.39033476,0.07559305,-0.40889463,478106
0.096310675,-0.06688839,-0.40938836,248125
0.012474654,0.38993394,-0.4051439,282410
0.083406694,-0.17198834,-0.4192501,151688
-0.013513017,-0.031191427,-0.41553447,476747
0.1465846,0.35957822,-0.4122698,46744
0.21692678,0.31615463,-0.41217253,438782
0.31264693,0.14673887,-0.41846523,78950
0.2378372,0.07058061,-0.4081025,482913
-0.17583382,0.0005671935,-0.4334181,59448
-0.2147515,0.18360563,-0.41689754,255829
0.27525988,0.22186203,-0.40583396,249952
0.33974358,-0.11998749,-0.41038197,163190
-0.1449435,-0.17845818,-0.42231128,188285
-0.05956246,0.2511372,-0.68460697,98906
-0.1507259,0.07130312,-0.41087446,420297
0.017692292,0.2857469,-0.4194253,351578
0.23979631,0.23206562,-0.40845504,477985
0.082457006,-0.2627106,-0.41801462,265318
0.16369049,-0.10325063,-0.41131926,233296
0.23646955,0.20122778,-0.40617642,26178
-0.008854499,0.2905296,-0.41739586,18645
0.20589474,0.13845147,-0.7138902,137651
0.21247779,0.2267547,-0.40673137,36381
0.17295167,-0.104593985,-0.41218805,240922
0.20145185,-0.13582318,-0.44487393,185988
0.03516428,0.27182937,-0.42044982,42698
0.14591071,-0.25553134,-0.4186653,58953
0.26428714,0.02739192,-0.4222823,491005
0.29991198,0.25788844,-0.7201282,407887
-0.07296791,-0.022931935,-0.6952037,498406
0.114697754,0.39350188,-0.4058108,49452
0.20795268,-0.13010575,-0.65761906,223525
0.1853128,0.13258268,-0.40660524,282395
0.08294777,-0.10155178,-0.41465628,241480
-0.055061553,0.054336995,-0.4142269,74108
0.20942871,0.3443799,-0.41117743,46647
0.04886863,-0.105065145,-0.72772956,197
0.15987988,0.36028686,-0.40434378,483480
-0.19864492,0.10455061,-0.41152862,143483
0.2711773,0.18765543,-0.65507954,130060
0.19461195,0.10345166,-0.41002375,477869
-0.027016751,0.2625682,-0.40629834,246141
-0.12514807,-0.12981962,-0.42069328,46935
0.23208201,0.048100244,-0.4167769,229815
0.20387995,0.34295705,-0.4042996,321177
0.118921615,0.39113915,-0.40668303,468632
-0.14620931,-0.07112185,-0.69767827,187363
0.31014097,0.08380779,-0.42364472,432642
0.025666688,0.21983176,-0.4127108,376437
-0.04274379,0.3677042,-0.40702215,218263
-0.031345855,0.37693027,-0.4021715,13437
-0.2140035,0.1415782,-0.41691923,36586
-0.13792202,0.23390263,-0.4148075,225185
-0.19475953,0.24371131,-0.41161793,371323
0.19203468,-0.23924887,-0.7290739,123509
0.25928238,0.20430435,-0.64477587,11102
-0.18082052,0.2177515,-0.41593584,126206
-0.12656415,0.2396865,-0.4107943,4454
0.18166307,-0.11645485,-0.41909024,28910
-0.05127765,-0.19461983,-0.41878337,3946
0.07615787,-0.09497095,-0.43083507,103336
-0.12168947,0.032090038,-0.41255075,426843
-0.07385273,-0.20008905,-0.4152567,471111
-0.024544714,-0.10097141,-0.42201585,87352
-0.004284546,-0.08763418,-0.42455173,130094
0.21887279,0.2241701,-0.41470355,372155
0.17905618,-0.14580871,-0.41918674,32535
0.2696603,0.19381014,-0.7205135,113524
-0.07336533,0.27393022,-0.68625426,466867
0.21890107,-0.10241784,-0.4302451,219155
-0.14396983,0.085743,-0.42694825,69587
0.09391194,0.3907193,-0.408616,476965
0.009317425,0.10288372,-0.7234463,703
-0.021811228,0.15088035,-0.4074748,42235
-0.03142904,-0.018432748,-0.41667387,443259
0.19968507,-0.09617994,-0.68962836,114723
0.3170089,-0.10682905,-0.40892047,304138
-0.060760424,-0.048156094,-0.4138414,17531
0.050931454,0.37830496,-0.40996155,77061
0.16071571,0.31440833,-0.40712225,118868
0.21528946,0.15886608,-0.4061662,144372
0.26750153,0.20092885,-0.45717394,17161
-0.1756409,-0.008752162,-0.42278758,37155
0.389365,0.1604944,-0.41096342,468589
-0.11204595,-0.056305915,-0.7200425,111267
0.049819756,0.0850032,-0.68649864,456885
0.30594742,0.29186842,-0.40618634,17990
-0.07336663,-0.03384073,-0.6903451,368791
-0.13627584,0.049959283,-0.4125899,30824
0.0019515326,0.018493997,-0.68851787,90309
0.26216105,0.17859295,-0.5388435,128085
0.28042832,0.19122194,-0.55265033,133605
-0.059392482,0.265286,-0.59240085,274032
-0.088784985,0.27536175,-0.40943667,267868
0.24631408,0.3278366,-0.4076607,220754
-0.04344814,0.26218086,-0.63469,11124
-0.09326966,-0.03909027,-0.4208779,80532
-0.027429836,0.3764854,-0.40183008,268550
-0.056657087,0.31566158,-0.71970034,30398
0.24764876,0.052012693,-0.41830036,250450
-0.021087779,0.1809851,-0.7284572,384886
0.16847456,-0.20010129,-0.42182502,31552
-0.026707685,0.28132546,-0.43032035,94876
-0.14303645,0.08781489,-0.41568115,234376
-0.026823763,0.36599022,-0.40853137,249079
-0.08074179,0.33043742,-0.40027982,235493
-0.033706084,-0.098160155,-0.4201469,124126
0.120931886,-0.18018538,-0.41200638,274298
0.049374674,-0.15415634,-0.42039964,174426
0.34309047,0.21701406,-0.40796858,248341
-0.07714353,-0.090648845,-0.41309658,1688
0.08878373,0.27875787,-0.42116633,313818
0.3446208,-0.12250473,-0.4137624,454547
0.026852332,0.3851653,-0.40663034,258534
-0.05675924,0.071128994,-0.4189974,143372
-0.12649779,0.22018982,-0.41060075,355835
-0.20814086,0.19316313,-0.41464698,422129
0.06732172,0.27086347,-0.4066809,474976
0.0034974024,0.3795785,-0.40378284,145239
-0.1897648,0.14271097,-0.41304433,450579
-0.027535014,0.23262416,-0.40713847,241090
0.18336046,-0.06358105,-0.692032,140047
-0.19007683,0.004781991,-0.41489154,285612
0.14972633,0.1885399,-0.41337618,263412
0.29587823,0.0040186164,-0.42141956,164909
-0.07984793,-0.22154973,-0.42334023,252331
-0.13192073,-0.1769232,-0.42085433,144878
0.20397851,0.20339072,-0.40559354,405085
-0.055954434,0.043681905,-0.41580296,175576
-0.20084737,0.15335745,-0.41192755,240657
-0.18003376,0.20134664,-0.41637823,63543
0.021347823,-0.21328063,-0.42408904,42506
-0.15088855,0.037940133,-0.42054716,43941
0.07742129,0.34133217,-0.42194828,94377
-0.012421822,0.3510275,-0.4073137,202656
0.2514965,0.022824872,-0.4261742,40375
-0.14241616,0.025348091,-0.4131809,456128
-0.17819658,0.17668158,-0.40855014,97044
0.051536605,0.23358884,-0.41908795,54015
0.399833,0.059828006,-0.41552907,199437
0.2094662,-0.113890596,-0.68459696,30363
0.26053154,-0.114994794,-0.42144713,295771
-0.027014608,-0.016909814,-0.41518652,320033
0.14715135,0.38298073,-0.40453488,272542
0.1357261,0.092937365,-0.688314,5008
0.21924111,-0.1992533,-0.41203663,442063
-0.09578085,-0.11853726,-0.42296094,221523
-0.11861044,0.0203266,-0.44689557,114934
0.03409801,0.28906855,-0.410276,20557
-0.06709734,0.24920301,-0.40752783,323993
-0.17252547,-0.0796413,-0.7254621,12710
0.14249802,-0.032303534,-0.7028209,404394
-0.12184302,0.28784642,-0.4146314,92498
-0.061142135,0.26117164,-0.65362686,11160
0.003141649,0.27132994,-0.41085654,476036
-0.076745875,-0.19742174,-0.41602305,274800
-0.05764898,-0.19360954,-0.41526148,365908
0.16070038,0.18671595,-0.71779525,296854
0.20274743,0.36860305,-0.40761104,322393
-0.22145556,0.008355695,-0.41720194,79844
-0.09395476,0.04497403,-0.4209029,107306
-0.24668236,0.080138594,-0.42075753,145168
0.08378898,0.32612324,-0.40742397,356770
-0.08898988,-0.16855246,-0.41408762,92533
-0.14849874,-0.056348227,-0.7130767,395033
-0.20136882,-0.07382593,-0.42131543,214443
0.2136174,0.0325145,-0.4375175,432418
0.27964884,0.32120457,-0.41066438,234866
-0.14008427,0.30444273,-0.41068962,283530
-0.11822747,0.23946747,-0.4028356,467419
0.23794419,0.21255566,-0.4209514,194966
0.3268618,0.14380495,-0.4067375,40298
0.20676613,-0.12040115,-0.64031124,217952
0.19490924,-0.092452615,-0.4114294,291526
0.24764045,0.035957307,-0.45132464,110267
0.0149469925,-0.14464492,-0.44691998,18730
-0.21494624,0.1365145,-0.41774103,226685
0.35449302,0.21777993,-0.41276455,389745
-0.060002156,0.27612814,-0.41492066,92482
0.25982702,0.1894951,-0.6176527,23528
-0.043085814,-0.0112352185,-0.42434105,379862
0.4034783,0.09027627,-0.41126102,251915
0.38532403,0.10576304,-0.4120239,469520
0.045341216,0.23456675,-0.40663165,85756
-0.24615744,0.07865246,-0.41887856,251935
0.09385223,0.054660853,-0.68846214,394774
0.15714471,-0.077282965,-0.41000822,175654
0.27919376,0.13967428,-0.40705073,8411
0.0248819,-0.19040798,-0.42473984,102077
0.33114064,-0.11898945,-0.4160279,357844
0.08013159,-0.127397,-0.4136661,451422
-0.21183142,0.14286979,-0.41376168,243467
0.17463171,-0.05958023,-0.4140133,398904
-0.11112232,0.196275,-0.41556236,189174
0.3830369,-0.0016263169,-0.42076376,58405
-0.018343689,0.37255257,-0.4051493,92167
0.20692223,-0.125202,-0.48507795,156104
-0.009019164,0.29782724,-0.4190607,25536
0.27949017,0.19047707,-0.5448282,141664
0.2995776,0.10264631,-0.40778226,290247
-0.12192113,-0.067585126,-0.5875509,396913
-0.22191137,-0.046781324,-0.41505036,397036
0.20568886,-0.1121838,-0.6360766,271796
0.09782823,-0.13847704,-0.4199007,108412
-0.20432682,0.05724918,-0.41309902,318655
-0.09211072,0.3438908,-0.4085601,472665
-0.17584305,0.24628486,-0.41552126,223840
-0.047217477,0.11479724,-0.40918875,468196
0.23605289,-0.14301929,-0.41662377,238516
-0.04962767,0.25632665,-0.5190242,6605
-0.17784925,0.17376369,-0.41948864,200475
0.12612715,-0.25899944,-0.41850883,243310
0.3155263,0.15249586,-0.4070816,355670
0.21467572,0.036282122,-0.42502373,33356
-0.2425679,0.042992443,-0.41951242,175481
0.025825359,0.11869168,-0.69055974,457938
0.334149,-0.12646098,-0.40972924,157495
0.1817338,-0.0004147425,-0.40977135,214880
0.22359613,-0.023902943,-0.4112279,88499
0.3353332,0.23376818,-0.41342378,239071
0.26170525,0.17990774,-0.6213251,260717
0.3871263,0.097779356,-0.41070378,482588
-0.13812344,0.01262112,-0.43396217,34760
0.22408482,-0.06430052,-0.424213,232650
-0.14757265,0.09379715,-0.41127554,440532
0.2665479,0.08481403,-0.41217816,163736
0.16899385,0.24825065,-0.41882917,212570
0.20170619,-0.10375139,-0.40906736,54720
0.32091182,0.2102731,-0.40323806,495796
0.018656572,-0.23912178,-0.42360082,487004
0.36432213,0.2247644,-0.40969792,466759
-0.012105475,0.050170716,-0.7208071,209211
0.19233404,-0.22454967,-0.4166781,285141
-0.10057023,-0.14428258,-0.4267335,23220
-0.09280649,0.005909214,-0.4120606,306998
0.02203699,0.17232221,-0.6964123,220675
-0.095739774,0.106085844,-0.4110567,68514
-0.032348216,-0.24202734,-0.42192584,445448
0.098798774,0.024204904,-0.7145875,3347
0.19975735,0.124151416,-0.42192534,35523
0.3953331,0.025596488,-0.41668412,39385
0.1956661,-0.071315035,-0.41705984,160928
-0.21077889,-0.061067708,-0.42327225,257595
0.14215733,0.30522013,-0.40422153,473653
-0.08267997,0.10488885,-0.42113906,33966
-0.13121448,0.21737972,-0.4080205,5698
0.19501,0.1662038,-0.70332915,39842
0.06762648,0.339201,-0.4056711,143571
0.12718911,0.20315284,-0.41167444,415960
0.13310702,-0.08279859,-0.4167205,268287
-0.19776574,-0.10292276,-0.4206043,232413
-0.1910032,-0.07346051,-0.42287531,85383
-0.14191161,0.18024716,-0.41177443,129337
-0.04344269,0.2576619,-0.57687813,74809
-0.1513171,-0.09616815,-0.7100061,175117
0.20652385,-0.17431957,-0.41970962,267371
0.012136321,-0.050509375,-0.41195694,327595
0.29839137,-0.040451072,-0.41956764,10754
-0.13246714,-0.047193144,-0.7118101,211015
-0.09925004,-0.1239334,-0.42295286,125044
0.19418958,0.2870163,-0.42192483,164800
0.019834738,0.23559296,-0.40950206,217875
-0.07741259,-0.113439634,-0.4309465,228613
0.18086165,-0.07770504,-0.42510045,102716
-0.17574598,0.2244866,-0.4130673,145755
0.2728134,-0.016536364,-0.41251758,407346
0.28389943,-0.18857215,-0.4130537,320386
0.028384201,0.34208852,-0.4104134,130200
-0.036786072,0.010994359,-0.6902936,6396
0.16599792,0.23475802,-0.40689114,163148
0.14674744,-0.11055632,-0.41853955,493827
-0.20290825,0.20971611,-0.415253,323603
-0.016888482,0.27694345,-0.40561375,98480
0.009171915,0.38445607,-0.40557715,252325
-0.17614807,0.27176446,-0.7220755,448704
0.018952712,0.3661044,-0.4040671,42268
-0.02798834,0.26212484,-0.40836906,473927
0.27042013,0.023501918,-0.4313426,166996
0.2137181,0.015106438,-0.47477615,106488
0.29641655,0.28858018,-0.4115559,193607
0.019791033,-0.10448468,-0.4171062,422158
0.25906128,0.19983396,-0.5957185,142037
0.023295982,-0.11600433,-0.4202798,126234
0.11219696,-0.067104384,-0.42039302,242909
-0.2072704,-0.0827726,-0.41750568,471909
0.263009,0.20706563,-0.6053216,91843
0.06116747,0.38222823,-0.40823182,237492
-0.12218004,0.029620282,-0.43679246,109272
0.058976904,0.05104764,-0.71305496,1349
-0.007828257,-0.024025498,-0.4091437,482492
0.2743274,0.22180045,-0.6905065,289829
0.08093625,-0.19189796,-0.42392007,188124
0.23451762,-0.043135073,-0.40936157,445571
-0.22160973,0.045073844,-0.42006862,144255
-0.038635653,0.26206428,-0.62727195,224423
0.06602422,-0.11564092,-0.4257169,180811
0.23518516,-0.13686483,-0.42236626,145138
0.24110535,-0.123018995,-0.4233109,170230
-0.05909355,0.1972178,-0.40652066,14306
-0.22526811,-0.019879045,-0.4248773,244056
0.05795641,0.31443694,-0.41355506,42837
0.39514592,0.14112042,-0.41303444,42416
0.30118018,0.10478356,-0.40844756,444762
0.02674541,-0.2212762,-0.4152378,311089
-0.21798024,0.18430349,-0.41140497,4802
0.0628255,0.26697692,-0.4137126,48450
-0.03342054,-0.13930649,-0.41316774,311253
-0.17565727,0.25629663,-0.41307074,370695
0.13197306,-0.21904954,-0.41784388,45772
0.021496538,0.3578447,-0.41399375,23599
0.17485447,-0.24055567,-0.4176297,34524
0.07720947,0.31838614,-0.42011574,50560
-0.100359686,0.3280363,-0.40238163,319464
-0.09659563,0.32711178,-0.4151871,79957
0.05643926,0.31305036,-0.41275218,65417
0.10967679,-0.20987253,-0.4173113,267431
0.20229897,-0.10952331,-0.5046193,241944
-0.06482819,0.3321998,-0.40940794,415697
-0.22164711,-0.07877293,-0.41566974,3327
-0.09109701,0.3020156,-0.4121391,50511
0.055308763,0.2955766,-0.4150873,212622
0.00593845,0.19993429,-0.40629083,7756
0.023924995,0.37317207,-0.41352576,58851
-0.02742158,0.23661633,-0.40450338,274318
-0.21555562,0.040198453,-0.42077017,74178
-0.09693555,0.29516596,-0.71662426,257475
0.0067250337,-0.0582195,-0.42030507,299064
-0.04048021,0.25593355,-0.64559203,161015
-0.050560232,0.1431868,-0.4085601,92000
0.06318935,0.2155516,-0.41437182,310694
0.1755867,-0.10159831,-0.41763794,31709
0.251733,0.19981366,-0.67009825,313166
0.32749784,-0.045661673,-0.4093264,330128
0.36772093,-0.05925883,-0.41805935,464336
-0.17226943,0.24398738,-0.4125118,396911
0.12843484,-0.22310139,-0.4137908,327148
-0.092636794,-0.11154785,-0.41398042,313230
0.3665121,-0.08792465,-0.41253835,469896
0.2667123,0.2995763,-0.717826,103352
0.20297557,-0.11569943,-0.64446986,176099
0.37862813,0.18359499,-0.4111204,254897
-0.11492461,0.10410972,-0.40966302,124313
-0.15282448,-0.14257212,-0.42667678,237929
0.26343074,0.19374244,-0.48726258,205933
-0.1732377,0.17560348,-0.40941894,429250
-0.12565348,-0.057957396,-0.46221614,6436
0.062350385,-0.08055631,-0.41242662,98680
0.14118302,0.3763827,-0.4104292,174938
0.12083675,0.36032042,-0.41294214,30958
0.1357442,-0.22280131,-0.41369665,254222
0.15832078,-0.25089994,-0.41814616,245729
-0.1012555,-0.032831766,-0.41529626,474474
-0.09088624,0.18321198,-0.41953516,246481
-0.05304397,0.16343226,-0.40815163,125262
